CAS,SMILES,Experimental value
122224-80-0,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N(C)CCO)Cc2ccccc2)Cc3nc[nH]c3)CC4CCCCC4,1.94
122224-83-3,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CC(OCOC)C(OCOC)C2)Cc3ccccc3)Cc4nc[nH]c4)CC5CCCCC5,2.31
122224-84-4,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N(C)CCOCOCCOC)Cc2ccccc2)Cc3nc[nH]c3)CC4CCCCC4,2.21
122224-98-0,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(c2ccccc2)CC(=O)N3CCOCC3)Cc4ncsc4)CC5CCCCC5,2.83
122224-99-1,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CCOCC2)Cc3ccccc3)Cc4n[nH]cc4)CC5CCCCC5,2.49
122225-00-7,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CCOCC2)Cc3ccccc3)Cc4cccs4)CC5CCCCC5,3.59
122266-90-4,O=S(=O)(N)c2cc1cc(CNCCOC)sc1s2,0.32
122266-93-7,O=S(=O)(N)c2cc1cc(CNCCO)sc1s2,-0.72
122266-99-3,O=S(=O)(N)c2cc1cc(CNCCSC)sc1s2,1.18
122267-01-0,O=S(C)CCNCc2cc1cc(sc1s2)S(=O)(=O)N,-0.44
122321-30-6,O=S(=O)(N)c1oc3c(c1)cc(CN2CCOCC2)s3,0.88
122321-32-8,O=S(=O)(N)c1oc2c(c1)cc(CNCCF)s2,0.34
122453-73-0,N#Cc2c(c1ccc(cc1)Cl)n(c(c2Br)C(F)(F)F)COCC,4.83
122568-02-9,O=C1NC(C=CN1C2OC(C=C2)CO)=S,-0.28
122568-03-0,O=C1NC(C(=CN1C2OC(CO)CC2)C)=S,0.44
122568-04-1,O=C1NC(C=CN1C2OC(CO)CC2)=S,-0.21
122970-35-8,OCC3OC(n2cnc1c2(nc(nc1Cl)N))CC3,0.21
123045-56-7,O=S(=O)(N)c1cccc(c1)C(C)C,1.81
123045-57-8,O=S(=O)(N)c1cccc(OCCCC)c1,2.06
123045-58-9,O=[N+]([O-])c1cc(ccc1(OCCCCCC))S(=O)(=O)N,2.99
123063-34-3,Oc1ccc(c(O)c1)CCCCCCCCCCCCC,6.84
123063-36-5,Oc1ccc(cc1(O))CCCCCCCCCCC,6.97
123134-25-8,OC2(c1cccc(OC)c1)(CCCCC2(CN(C)C)),2.57
123162-04-9,O=C(OCCN1CCOCC1)Nc2ccccc2(OC),1.73
123162-05-0,O=C(OCCN1CCOCC1)Nc2cccc(OC)c2,2.19
123162-06-1,O=C(OCCN1CCOCC1)Nc2ccc(OC)cc2,1.7
123162-07-2,O=C(OCCN1CCOCC1)Nc2ccccc2(OCC),2.27
123162-08-3,O=C(OCCN1CCOCC1)Nc2cccc(OCC)c2,2.5
123162-09-4,O=C(OCCN1CCOCC1)Nc2ccc(OCC)cc2,2.18
123297-69-8,O=C(Oc1ccc2OCOc2(c1))N(C)SN(C(=O)OCCCCCCCCCCCC)C,7.39
123331-83-9,O=CC1=CC2c3c(O)cc(cc3(OC(C)(C)C2(CC1)))C(C)(C)CCCCCC,8.03
123331-84-0,Oc1cc(cc2OC(C)(C)C3CCC(=CC3(c12))CO)C(C)(C)CCCCCC,7.83
123643-51-6,O=C1C=C3C(=CC=C1SC)c2c(OC)c(OC)c(O)cc2CCC3(NC(=O)C(F)(F)F),2.61
123692-64-8,Fc1ccccc1C3OCC4ON=C(c2ccccc2)C4(CO3),2.9
123692-66-0,FC(F)(F)c1ccccc1C3OCC4ON=C(c2ccccc2)C4(CO3),4.31
123750-56-1,N=1OC3COC(OCC3(C=1c2ccccc2))c4ccccc4C,2.72
123822-90-2,O=C(O)C5=C(C)CSC4N5(C(=O)C4(NC(NC(=O)C1=NN(C(=O)NC1(=O))c2ccccc2)c3ccc(O)cc3)),1.26
123822-92-4,O=C(O)C5=C(C)CSC4N5(C(=O)C4(NC(=O)C(NC(=O)C1=NN(C(=O)NC1(=O))c2ccc(cc2)S(=O)(=O)N)c3ccc(O)cc3)),-0.39
123953-16-2,O=Cc1no[n+]([O-])c1C,1.02
123953-17-3,O=Cc1c(no[n+]1([O-]))C,1.29
124050-99-3,O=C3OC(c1ccccc1)(c2ccccc2)CC(=O)C3C(=NOCC)CCC,4.75
124051-00-9,O=C1OC(C(=CC)C)(C)CC(=O)C1C(=NOCC)CCC,3.4
124076-66-0,O(c1ccc(c(c1Cl)Cl)Cl)c2c(ccc(c2Cl)Cl)Cl,6.47
124424-25-5,O=C1C=CN(C(=O)N1)C2OC(CO)CC2(F),-0.87
124497-73-0,OC1(OC(C)CN(C)C1)(c2ccccc2),1.79
124497-74-1,OC1(OCCN(C)C1)(c2ccc(cc2)Br),1.57
124497-75-2,OC1(OCCN(C)C1(C))(c2ccccc2),1.92
124497-77-4,OC2OCCN(C)C2(c1ccccc1),0.99
124497-78-5,FC(F)(F)c1cccc(c1)C2(O)(OCCN(C)C2),1.39
124700-70-5,O=C1C=CN=C(N1)SC,0.22
124725-22-0,O=C(NCC)c1cccn1C,1.09
124802-88-6,O=C(O)CCSC1=NS(=O)(=O)c2ccccc2(N1),0.66
124802-90-0,O=C(O)CCSC1=NS(=O)(=O)c2cc(c(cc2(N1))Cl)Cl,1.81
124802-91-1,O=C(O)CCSC1=NS(=O)(=O)c2cc(ccc2(N1))Br,1.77
124802-92-2,O=C(O)CCSC1=NS(=O)(=O)c2cc(cc(c2(N1))Br)Br,2.04
124802-93-3,O=C(O)CCSC1=NS(=O)(=O)c2ccc(cc2(N1))C,1.16
124840-52-4,O=C(NCC1N(CCF)CCC1)c2c(O)c(cc(c2(OC))Cl)Cl,3.66
124850-85-7,O=C(O)CCSC1=NS(=O)(=O)c2ccc(cc2(N1))Cl,1.6
124850-87-9,O=C(O)CCSC1=NS(=O)(=O)c2ccc(OC)cc2(N1),0.96
124850-88-0,O=C(O)CCSC1=NS(=O)(=O)c2ccc(cc2(N1))C(F)(F)F,1.96
124897-29-6,O=C(OCOC(=O)C)C1=CN(c2nc(ccc2(C1(=O)))C)CC,1.21
124897-30-9,O=C(OCOC(=O)CC)C1=CN(c2nc(ccc2(C1(=O)))C)CC,1.7
124979-37-9,O=C(OCCCCCCC)C1=CC(=O)NC(=O)N1,2.15
125111-04-8,O=C1NC(=O)N(C=C1(F))Cc2ccc(cc2)C,1.5
125111-05-9,O=C1NC(=O)N(C=C1(F))c2ccc(cc2Cl)Cl,1.96
125116-23-6,OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C)(C)),3.93
125225-28-7,OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C(C)C)),4.21
125306-83-4,O=C(n1nc(nc1)S(=O)(=O)c2c(cc(cc2C)C)C)N(CC)CC,3.21
125328-80-5,O=C(Nc1ccc(c(c1C)Cl)Br)C,2.69
125476-98-4,O=C(c1ccccc1C)CCN2CCCCC2,3.54
125573-05-9,O=C2c1[nH]cnc1N(C(=O)N2C)CC,0.52
125603-72-7,O=C(OCc1ccccc1)C3C(C=C2C(=O)SCC2)C3(C)(C),4.02
125757-81-5,O=C1C=CN(C=C1(O))CC,-0.4
126055-13-8,O=C1C=CN(C(=C1(O))CC)CCO,-0.66
126055-14-9,O=C1C=CN(C(=C1(O))CC)CCOC,0.04
126479-61-6,O=NN(C(=O)NC1C(O)OC(CO)C(O)C1(O))C2CC(C)(C)N(=O)C2(C)(C),1.81
126479-63-8,O=NN(C(=O)NC1C(OC(=O)C)OC(COC(=O)C)C(OC(=O)C)C1(OC(=O)C))C2CC(C)(C)N(=O)C(C)(C)C2,2.27
126479-64-9,O=NN(C(=O)NC1C(OC(=O)C)OC(COC(=O)C)C(OC(=O)C)C1(OC(=O)C))C2CC(C)(C)N(=O)C2(C)(C),2.25
126502-17-8,FC3CC(OC3(n2cnc1c(ncnc12)NC))CO,0.27
126585-48-6,O=S(=O)(OCCC[Se]CCCOS(=O)(=O)C)C,0.38
126801-58-9,O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)Oc2ccccc2(OCC),2.89
126813-40-9,O=[N+]([O-])c1cc(ccc1C([N+](=O)[O-])(C)C)S(=O)(=O)N(C)CCN(C)C,1.42
127025-29-0,O=S(=O)(N)c2cc1c(cc(CNCCOC)s1)s2,0.51
127142-14-7,n1ccccc1C(=NNC(NNC(Nc2ccccc2Cl)=S)=S)C,2.67
127356-05-2,O=S(c3ccc(c1nc2ncc(N)cc2([nH]1))c(OC)c3)C,0.33
127356-43-8,n1cc(N)cc2[nH]c(nc12)c3ccc(OC)cc3(OC),1.62
127390-68-5,O=C(OC)c1c([nH]c(c1(C(=O)OC))C)c2nc(ccc2)Cl,2.65
127592-40-9,O=C1NC(=O)N(C=C1Cl)C2OC(CO)CC2,-1.11
127640-90-8,O=C(NC(c1ccc(cc1)Cl)C)C2(CC)(C(C)C2(Cl)Cl),4.26
127697-59-0,O=C(OCCOCn2cnc1C(=O)NC(=Nc12)N)CCCC,0.37
127792-23-8,O=C(O)Cc2ccccc2(Nc1c(cccc1Br)Cl),4.64
127792-24-9,O=C(O)Cc2ccccc2(Nc1c(cccc1I)Cl),4.8
127792-31-8,O=C(O)Cc2ccccc2(Nc1cc(ccc1Cl)Cl),4.94
127792-33-0,O=C(O)Cc2ccccc2(Nc1ccc(c(c1)Cl)Cl),4.9
127836-03-7,O=C(Nc1cc(c(F)c(c1(F))Cl)Cl)C,2.9
127944-47-2,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)C(C)C)Cc2ccc(OC)cc2)Cc3nc[nH]c3)CC4CCCCC4,2.85
127944-48-3,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N2CCOCC2)Cc3ccc(OC)cc3)Cc4nc[nH]c4)CC5CCCCC5,2.11
127944-49-4,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N2CC(O)C(O)C2)Cc3ccc(OC)cc3)Cc4nc[nH]c4)CC5CCCCC5,1.22
127944-50-7,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N(C)CC(O)CO)Cc2ccc(OC)cc2)Cc3nc[nH]c3)CC4CCCCC4,1.42
127944-51-8,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N(C)CCOC)Cc2ccccc2)Cc3nc[nH]c3)CC4CCCCC4,2.45
127944-52-9,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N(C)CCOCOC)Cc2ccc(OC)cc2)Cc3nc[nH]c3)CC4CCCCC4,2.3
127944-53-0,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N(C)CCOCOC)Cc2ccccc2)Cc3nc[nH]c3)CC4CCCCC4,2.49
127944-54-1,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N(C)CCOCOCCOC)Cc2ccc(OC)cc2)Cc3nc[nH]c3)CC4CCCCC4,2.03
127944-55-2,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N2CC(OCOC)C(OCOC)C2)Cc3ccc(OC)cc3)Cc4nc[nH]c4)CC5CCCCC5,2.06
127944-56-3,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(NC(=O)N2CC(OCOCCOC)C(OCOCCOC)C2)Cc3ccc(OC)cc3)Cc4nc[nH]c4)CC5CCCCC5,1.67
127944-57-4,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CC(OCOCCOC)C(OCOCCOC)C2)Cc3ccccc3)Cc4nc[nH]c4)CC5CCCCC5,1.87
128104-25-6,Fc1ccc(cc1)C(O)(c2ccc(cc2)Br)Cn3cncc3,3.42
128104-27-8,Fc1ccc(cc1)C(O)(c2ccc(F)cc2)C(n3cncc3)C,3.13
128348-32-3,O=S(=O)(N)c1cc(cs1)S(=O)(=O)c2ccc(cc2)C,1.63
128348-34-5,O=S(=O)(N)c1occ(c1)S(=O)(=O)c2ccc(cc2)C,1.49
128348-35-6,O=S(=O)(N)c1occ(c1)S(=O)(=O)c2ccc(OC)cc2,1.17
128348-42-5,O=S(=O)(N)c1cc(cs1)S(=O)(=O)c2ccc(O)cc2,1.11
128348-43-6,O=S(=O)(N)c1cc(cs1)S(=O)(=O)c2cccc(O)c2,1.4
128348-44-7,O=S(=O)(N)c1occ(c1)S(=O)(=O)c2ccc(O)cc2,-0.1
128496-09-3,O=C1N=C(N)C(F)=CN1C2OC(CO)CC2(F),-0.92
128639-02-1,O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl,3.36
128887-24-1,N#Cc1cc(cnc1(OCC))c2ccncc2,2.59
128887-26-3,N#Cc1cc(c(nc1(OC))C)c2ccncc2,2.41
129016-38-2,O=C1C=CC(O)=NN1,-0.9
129309-69-9,O=C(O)COc1ccc(c(c1)Br)Cl,2.75
129625-27-0,O=C(OCOC(=O)CC)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N,2.9
129865-48-1,OCCN2CC=C(c1ccccc1)CC2,2
130179-73-6,O=C(N)c3ccc(c1nc2cnccc2([nH]1))c(OC)c3,1.18
130292-50-1,N1=C(OC(C1)COc2cccc(c2)N(C)C)N,1.4
130292-52-3,N1=C(OC(C1)COc2ccc(cc2)N3CCOCC3)N,0.6
130336-12-8,O=C(NCCCN1CCOCC1)C(CC(O)C(NC(=O)C(NC(C(=O)N2CCC(OCOC)CC2)Cc3ccccc3)CCCC)CC4CCCCC4)C(C)C,4.5
130778-40-4,OC3CC4C(C)C(OCC)OC1OC2(OOC14(C(CC2)C3(C)))(C),2.04
130778-42-6,OC1CC4(OOC23(C(OC(OCC)C(C)C3(CCC(C)C12))O4))C,2.7
130778-43-7,OCC3CCC4C(C)C(OCC)OC1OC2(OOC14(C3(CC2)))(C),2.08
130787-06-3,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)C,2.45
130787-07-4,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)CCl,2.78
130787-08-5,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)C(Cl)Cl,3.4
130787-09-6,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)C(Cl)(Cl)Cl,4.12
130787-12-1,O=C(OCC)Nc1ccc2nn(nc2(c1))C3CCCC3,3.43
130787-13-2,O=C(OCC(C)C)Nc1ccc2nn(nc2(c1))C3CCCC3,4.28
130787-14-3,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccccc4,3.85
130787-15-4,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(cc4)Cl,4.11
130787-16-5,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(OC)cc4,4.03
130787-17-6,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(cc4)C(F)(F)F,4.95
130787-18-7,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(cc4)[N+](=O)[O-],3.75
130787-19-8,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(c(c4)Cl)Cl,5.32
130787-20-1,O=C(Nc1ccc2nn(nc2(c1))C3CCCC3)c4cc(OC)c(OC)c(OC)c4,3.87
130787-21-2,O=S(=O)(Nc1ccc2nn(nc2(c1))C3CCCC3)C,2.44
130787-22-3,O=S(=O)(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(cc4)C,3.91
130787-23-4,O=[N+]([O-])c1ccc(cc1)S(=O)(=O)Nc2ccc3nn(nc3(c2))C4CCCC4,3.82
130787-24-5,O=S(=O)(Nc1ccc2nn(nc2(c1))C3CCCC3)c4ccc(N)cc4,2.48
130817-91-3,O=C(OC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),-1.88
130817-92-4,O=C(OCC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),-1.3
130817-93-5,O=C(OC(C)C)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),-0.8
130817-94-6,O=C(OCCCC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),-0.47
130817-95-7,O=C(OCC(C)C)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),-0.44
130817-96-8,O=C(OCCCCCC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),0.71
130817-97-9,O=C(OCCCCCCCC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),1.82
130817-98-0,O=C(OCC(CC)CCCC)n1cnc(c1)CC(NC(=O)C2NC(=O)CC2)C(=O)N3CCCC3(C(=O)N),1.82
130817-99-1,O=C(OC1CCCCC1)n2cnc(c2)CC(NC(=O)C3NC(=O)CC3)C(=O)N4CCCC4(C(=O)N),0.6
130818-00-7,O=C(OCc1ccccc1)n2cnc(c2)CC(NC(=O)C3NC(=O)CC3)C(=O)N4CCCC4(C(=O)N),-0.11
130892-66-9,O(c1ccc(c(c1)Cl)Cl)c2c(cccc2Cl)Cl,5.7
130892-67-0,O(c1cc(c(cc1Cl)Cl)Cl)c2c(cccc2Cl)Cl,5.98
130927-06-9,O=CN(C(=C(CCOC(=O)OCC)SC(=O)OCC)C)CC3=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(=NOC)c1nc(N)sc1)C2SC3,3.34
131042-60-9,O=C1N(O)C(=O)C2(C1)(CCCC2),-0.26
131042-61-0,O=C2N(OCc1ccccc1)C(=O)C3(C2)(CCCC3),2.3
131067-26-0,O=C1OC(CN1CC)C(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CCOCC2)Cc3ccccc3)Cc4ncn(c4)C)CC5CCCCC5,2.16
131073-11-5,n1ccc2oc(nc2(c1))c3ccc(OC)cc3(OC),2.42
131138-20-0,O(c1cc(c(c(c1)Cl)Cl)Cl)c2cc(c(cc2Cl)Cl)Cl,7.11
131138-21-1,O(c1cc(ccc1Cl)Cl)c2cc(c(cc2Cl)Cl)Cl,6.22
131229-37-3,O=C1c3ccccc3(N=C2N1CN(C)C2C),0.85
131229-38-4,O=C1c3ccccc3(N=C2N1CN(CC)C2C),1.02
131229-39-5,O=C1c3ccccc3(N=C2N1CN(CCC)C2C),1.4
131229-40-8,O=C1c3ccccc3(N=C2N1CN(CCCC)C2C),1.6
131229-41-9,O=C1c3ccccc3(N=C2N1CN(CCO)C2C),0.46
131229-42-0,O=C1c4ccccc4(N=C3N1CN(CCc2ccccc2)C3C),1.8
131229-43-1,O=C1c4ccccc4(N=C3N1CN(Cc2ccccc2)C3C),1.72
131229-44-2,O=C1c4ccccc4(N=C3N1CN(c2ccccc2)C3C),1.79
131229-45-3,O=C1c4ccccc4(N=C3N1CN(c2ccc(OC)cc2)C3C),1.73
131229-46-4,O=C1c4ccccc4(N=C3N1CN(c2ccc(cc2)C)C3C),2.16
131341-86-1,N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23,4.12
131374-19-1,O=C(C=C)NCCCN1CCSCC1,0.54
131402-49-8,O=C(OCn2ncc1C(=O)NC=Nc12)c3ccc(cc3)CN4CCN(C)CC4,1.47
131402-50-1,O=C(OCn2ncc1C(=O)NC=Nc12)c3cccc(c3)CN4CCN(C)CC4,1.49
131402-51-2,O=C(OCn2ncc1C(=O)NC=Nc12)c3ccc(cc3)CN(C)C,1.05
131402-52-3,O=C(OCn2ncc1C(=O)NC=Nc12)c3cccc(c3)Cn4cncc4,0.97
131524-16-8,O=C1C=C(OC(=C1(O))CCCC)C,1.92
131802-71-6,O=C(N)C(O)(c1ccccc1)CC,1.2
131807-57-3,O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C,4.65
131860-33-8,N#Cc3ccccc3(Oc2ncnc(Oc1ccccc1C(=COC)C(=O)OC)c2),2.5
131983-72-7,OC2(C(=Cc1ccc(cc1)Cl)CCC2(C)(C))(Cn3ncnc3),3.29
132101-77-0,O=C(NCCN1CCOCC1)CC(O)C(NC(=O)C(NC(=O)C(CC(=O)N2CCOCC2)Cc4cccc3ccccc34)CCCCNC(NC)=S)CC5CCCCC5,1.68
132101-88-3,O=C(NCCN1CCOCC1)CC(O)C(NC(=O)C(NC(=O)C(Cc2ccc3ccccc3(c2))Cc5cccc4ccccc45)CC#CCNC(NC)=S)CC6CCCCC6,5.46
132101-89-4,O=C(NCCN1CCOCC1)CC(O)C(NC(=O)C(NC(=O)C(Cc2ccc3ccccc3(c2))Cc5cccc4ccccc45)CC#CCNC(=N)N[N+](=O)[O-])CC6CCCCC6,4.73
132101-91-8,O=CNCC#CCC(NC(=O)C(Cc1ccc2ccccc2(c1))Cc4cccc3ccccc34)C(=O)NC(CC5CCCCC5)C(O)CC(=O)NCCN6CCOCC6,5.44
132133-10-9,N#Cc2cc(C#N)c(nc2(Nc1c(cc(cc1C(F)(F)F)[N+](=O)[O-])[N+](=O)[O-]))C,2.8
132169-99-4,O=C(O)CN(CC(=O)O)CC(=O)Nc1c(ccc(c1C(C)C)Br)C(C)C,0.2
132170-00-4,O=C(O)CN(CC(=O)O)CC(=O)Nc1c(ccc(c1C)Br)C,-0.28
132194-21-9,Fc3nc(nc1c3(ncn1C2OC(CO)CC2))N,-0.05
132194-23-1,OCC3OC(n2cnc1c2(nc(nc1I)N))CC3,0.52
132194-24-2,Fc3ncnc1c3(ncn1C2OC(CO)CC2),0
132194-25-3,OCC3OC(n2cnc1c2(ncnc1Br))CC3,0.35
132213-87-7,O(c1cc(cc2OC(C)(C)C3CC=C(C)CC3(c12))CCCCC)CCCCN,8.38
132213-88-8,O=S(=O)(Nc3cc(O)c1c(OC(C)(C)C2CC=C(C)CC12)c3)C,3.12
132213-90-2,O=C1c5ccccc5(C(=O)CN1CCCCCOc2cc(cc3OC(C)(C)C4CC=C(C)CC4(c23))CCCCC),9.07
132213-91-3,O(c1cc(cc2OC(C)(C)C3CC=C(C)CC3(c12))CCCCC)Cc4ccc(cc4)c5ccccc5,10.89
132213-93-5,O(c1cc(cc2OC(C)(C)C3CCC(=C)CC3(c12))CCCCC)Cc4ccc(cc4)c5ccccc5,11.29
132296-11-8,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCCCCC,7.18
132296-12-9,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCCCCCC,8.16
132296-13-0,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCCCCCCCC,8.42
132296-14-1,Oc1cc(ccc1C2CC(O)CCC2(C))C(C)(C)CCCCCC,7.49
132296-15-2,Oc1cc(ccc1C2CC(O)CCC2(CCCCO))C(C)(C)CCCCCC,6.68
132296-16-3,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)C,4.05
132296-17-4,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CC,4.32
132296-18-5,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCC,4.82
132296-19-6,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCC,5.43
132296-20-9,Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCCCC,5.97
132390-57-9,N#Cc1cccc(C=CC(=O)C)c1,1.59
132452-02-9,OC2CCC3CCc1ccccc1C3(NC)(C2),2.37
132453-02-2,c1ccc2c(c1)CC3CCCC(C)C23(NCC),3.8
132453-06-6,O(c1ccc2c(c1)C3(NC)(CCCCC3(CC2)))C,3.75
132453-23-7,O2c1ccccc1C3(NC)(CCCCC3(C2)),3.31
132453-25-9,NCC2CCC3(NC)(c1ccccc1CC3(C2)),1.84
132453-26-0,c1ccc2c(c1)CC3CC(CNC)CCC23(NC),2.48
132453-38-4,c1ccc2c(c1)C3(NC)(CCCCC3(CS2)),3.88
132453-63-5,O=C(Nc1nc(cnc1)Cl)C,1.1
132483-29-5,O=C(O)C(c1ccc(cc1)c2nc(cs2)c3ccccc3)C,4.95
132483-32-0,O=C(O)C(c1ccc(cc1)c2nccs2)C,2.79
132483-33-1,O=C(O)C(c2ccc(c1nccs1)c(c2)Cl)C,3.39
132483-34-2,O=C(O)C(c1ccc(c(F)c1)c2nccs2)C,3.14
132483-36-4,O=C(O)C(c1ccc(c(c1)C)c2nccs2)C,3.06
132483-39-7,O=C(O)C(c2ccc(c1nccs1)c(c2)C(F)(F)F)C,3.06
132483-42-2,O=C(O)C(c1ccc(cc1)c2nc(cs2)C)C,3.03
132483-43-3,O=C(O)C(c1ccc(cc1)c2ncc(C)s2)C,3.15
132483-44-4,O=C(O)C(c1ccc(cc1)c2nc(C=C)cs2)C,3.62
132483-45-5,O=C(O)C(c1ccc(cc1)c2nc(cs2)C(F)(F)F)C,3.78
132483-46-6,O=C(O)C(c1ccc(cc1)c2nc(c(C)s2)C)C,3.36
132483-47-7,O=C(O)C(c1ccc(cc1)c2nc(cs2)CC)C,3.75
132483-50-2,O=C(O)C(c1ccc(cc1)c2nc(cs2)C(=O)N)C,2.17
132483-51-3,O=C(O)C(c1ccc(cc1)c2nc(cs2)C(=O)NC)C,2.45
132483-52-4,O=C(O)C(c1ccc(cc1)c2nc(cs2)C(=O)N(C)C)C,2.15
132483-55-7,O=C(O)C(c1ccc(cc1)c2nc(cs2)CCCC)C,4.83
132483-56-8,O=C(O)C(c1ccc(c(O)c1)c2nccs2)C,3.18
132483-57-9,O=C(O)C(c1ccc(c(OC)c1)c2nccs2)C,2.47
132483-58-0,O=C(O)C(c2ccc(c1nccs1)c(c2)SC)C,3.02
132483-59-1,O=C(O)C(c1ccc(c(c1)[N+](=O)[O-])c2nccs2)C,2.06
132483-60-4,O=C(O)C(c1ccc(c(N)c1)c2nccs2)C,2.45
132483-61-5,O=C(O)C(c1ccc(cc1)c2nc(cs2)C(=O)C)C,2.65
132659-49-5,O=C1NCC2CNC(=O)C2(C1),-2.06
132722-90-8,FC3CC(OC3(n2cnc1cncnc12))CO,-0.4
132722-91-9,FC3CC(OC3(n2cnc1c(nc(nc12)C)N))CO,0.12
132722-92-0,FC3CC(OC3(n2cnc1c(nc(nc12)C)NC))CO,0.64
132722-93-1,O=C(Nc3ncnc1c3(ncn1C2OC(CO)CC2(F)))c4ccccc4,0.73
132722-94-2,FC3CC(OC3(n1c2ncnc(N)c2(nc1C)))CO,0.1
132722-95-3,FC3CC(OC3(n2cnc1c2(ncnc1Cl)))CO,0.32
132765-80-1,O=C(N)C(NC(=O)C(NC(=O)C)C)C(C)C,-1.13
132765-81-2,O=C(N)C(NC(=O)C(NC(=O)C)CC(C)C)C(C)C,0.26
132765-82-3,O=C(N)C(NC(=O)C(NC(=O)C)C(C)CC)C(C)C,0.16
132765-83-4,O=C(N)C(NC(=O)C(NC(=O)C)C(C)C)C(C)C,-0.32
132765-84-5,O=C(N)C(NC(=O)C(NC(=O)C)CC(C)C)C(C)CC,0.68
132765-85-6,O=C(N)C(NC(=O)C(NC(=O)C)C(C)C)C,-1.14
132765-86-7,O=C(N)C(NC(=O)C(NC(=O)C)Cc2c[nH]c1ccccc12)C(C)C,0.73
132765-87-8,O=C(NC(C(=O)NC(C(=O)N)C(C)C)CO)C,-1.53
132765-88-9,O=C(N)C(NC(=O)C(NC(=O)C)CO)Cc1ccccc1,-0.79
132765-89-0,O=C(N)C(NC(=O)C(NC(=O)C)C(O)C)C(C)C,-1.25
